iid (0),id (1),gender (2),idg (3),condtn (4),wave (5),round (6),position (7),order (8),partner (9),pid (10),samerace (11),age_o (12),race_o (13),pf_o_att (14),pf_o_sin (15),pf_o_int (16),pf_o_fun (17),pf_o_amb (18),pf_o_sha (19),dec_o (20),attr_o (21),sinc_o (22),intel_o (23),fun_o (24),like_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,dec,match
485,5,1,10,2,19,15,13,10,5,470,0,29,4,10,20,25,25,10,10,0,3,4,5,3,4,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,6,3,3,468,0,25,6,15,25,15,15,15,15,0,5,8,7,5,7,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,8,5,9,474,1,30,1,15,20,10,30,5,20,0,4,9,8,6,6,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,3,15,1,466,0,24,2,10,20,20,15,20,15,0,0,0,0,0,0,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,15,12,10,475,0,27,3,10,15,30,10,15,20,0,4,4,4,4,3,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,10,7,2,467,0,24,2,20,20,20,20,20,0,0,7,10,10,6,7,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,7,4,15,479,0,27,2,15,15,20,20,15,15,0,1,5,4,1,2,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,9,6,8,473,0,34,4,15,20,20,15,15,15,0,8,9,9,8,7,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,0,0
485,5,1,10,2,19,15,1,13,7,472,0,25,3,10,25,25,20,10,10,0,2,2,5,1,2,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,2,14,14,478,0,26,2,20,20,10,20,10,20,0,6,5,5,5,5,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,0
485,5,1,10,2,19,15,14,11,11,476,0,25,2,20,20,20,15,15,10,1,7,8,8,8,8,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,1
485,5,1,10,2,19,15,5,2,4,469,0,25,4,20,10,20,20,10,20,1,6,8,8,7,7,29,3,1,4,3,2,6,2,2,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,6,1,1
490,10,1,20,2,19,15,11,6,16,480,1,26,2,16,18,18,20,12,16,0,3,8,6,6,6,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,4,14,12,477,0,27,3,16,19,16,17,15,17,0,6,8,8,8,7,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,13,8,5,470,0,29,4,10,20,25,25,10,10,0,2,4,6,4,2,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,3,13,1,466,1,24,2,10,20,20,15,20,15,0,0,4,6,4,2,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,12,7,6,471,0,30,4,15,15,25,10,15,20,0,4,6,6,5,3,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,8,3,9,474,0,30,1,15,20,10,30,5,20,0,4,5,9,7,5,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,5,15,4,469,0,25,4,20,10,20,20,10,20,0,3,9,6,7,7,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,1,11,7,472,0,25,3,10,25,25,20,10,10,0,2,3,4,4,5,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,0,0
490,10,1,20,2,19,15,9,4,8,473,0,34,4,15,20,20,15,15,15,1,8,8,10,10,8,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,0,0
490,10,1,20,2,19,15,15,10,10,475,0,27,3,10,15,30,10,15,20,0,3,3,4,3,3,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,6,1,3,468,0,25,6,15,25,15,15,15,15,0,3,8,8,4,6,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,0
490,10,1,20,2,19,15,7,2,15,479,1,27,2,15,15,20,20,15,15,0,2,8,7,5,2,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,0,0
490,10,1,20,2,19,15,10,5,2,467,1,24,2,20,20,20,20,20,0,1,8,10,10,10,8,29,14,2,6,1,2,6,3,6,3,1,2,7,7,7,6,2,5,9,9,8,10,9,8,7,4,3,1,1
496,1,0,1,1,20,7,2,7,5,505,1,27,4,20,14,18,16,16,16,1,8,9,8,7,8,23,5,4,1,1,1,5,2,2,8,1,8,7,7,7,8,1,1,7,3,3,3,5,5,5,5,5,1,1
500,5,0,8,1,20,7,6,1,7,507,0,24,4,20,20,20,20,20,0,1,7,9,9,7,8,25,10,1,7,9,1,5,3,2,4,2,6,7,7,7,2,2,7,8,5,7,8,8,8,6,5,6,1,1
509,1,0,1,2,21,22,21,13,18,548,0,30,2,40,10,20,10,0,20,1,5,5,7,7,6,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,1,1
509,1,0,1,2,21,22,21,4,5,535,0,23,2,23,14,19,16,10,18,1,6,8,8,6,7,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,1,1
509,1,0,1,2,21,22,21,14,8,538,0,32,2,50,0,10,30,0,10,1,7,7,9,8,8,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,1,1
509,1,0,1,2,21,22,21,22,16,546,0,30,2,35,10,20,25,5,5,1,6,6,6,6,6,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,1,1
509,1,0,1,2,21,22,21,9,7,537,1,22,4,20,5,25,25,5,20,1,7,8,9,8,7,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,1,1
509,1,0,1,2,21,22,21,12,22,552,0,25,2,70,0,15,15,0,0,1,7,7,9,8,8,28,6,4,2,2,2,4,2,16,6,3,6,7,7,7,3,3,4,6,4,4,8,5,7,7,7,6,1,1
510,2,0,3,2,21,22,12,2,10,540,0,24,2,20,15,20,20,15,10,1,8,10,8,9,8,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,1,1
510,2,0,3,2,21,22,12,6,19,549,0,28,2,20,20,20,20,0,20,1,4,8,9,9,9,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,1,1
510,2,0,3,2,21,22,12,3,22,552,0,25,2,70,0,15,15,0,0,1,9,9,9,9,9,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,1,1
510,2,0,3,2,21,22,12,10,6,536,0,29,2,30,20,20,20,10,0,1,10,8,9,9,9,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,1,1
510,2,0,3,2,21,22,12,11,3,533,0,26,2,25,25,25,13,12,0,1,9,9,10,9,10,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,1,1
510,2,0,3,2,21,22,12,13,16,546,0,30,2,35,10,20,25,5,5,1,8,8,8,8,7,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,1,1
510,2,0,3,2,21,22,12,5,8,538,0,32,2,50,0,10,30,0,10,1,8,5,5,8,6,26,8,3,3,3,2,7,2,2,8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,1,1
518,10,0,19,2,21,22,6,18,10,540,1,24,2,20,15,20,20,15,10,1,7,6,6,7,7,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,1,12,542,0,23,4,25,15,20,20,10,10,1,7,10,6,7,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,2,14,544,0,23,4,15,25,20,10,10,20,0,7,7,6,6,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,4,6,536,1,29,2,30,20,20,20,10,0,0,8,7,7,7,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,0
518,10,0,19,2,21,22,6,5,3,533,1,26,2,25,25,25,13,12,0,1,8,8,7,7,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,15,1,531,0,25,4,15,30,20,20,10,5,0,5,10,10,5,5,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,3,9,539,1,22,2,30,10,20,15,15,10,0,7,8,5,7,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,17,13,543,0,24,4,20,16,16,17,16,15,0,6,8,8,8,4,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,16,7,537,0,22,4,20,5,25,25,5,20,0,8,8,8,8,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,0
518,10,0,19,2,21,22,6,19,22,552,1,25,2,70,0,15,15,0,0,0,5,8,8,7,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,0
518,10,0,19,2,21,22,6,8,21,551,0,27,1,40,20,20,20,0,0,1,8,5,5,7,7,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,12,2,532,0,26,4,25,20,20,20,5,10,1,8,8,7,7,7,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,14,4,534,0,24,6,30,30,30,5,2,3,1,8,9,8,9,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,6,11,541,0,23,4,40,30,0,20,0,10,1,6,7,6,8,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,21,8,538,1,32,2,50,0,10,30,0,10,0,6,6,6,6,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,10,15,545,1,24,2,20,20,20,20,10,10,1,8,6,6,9,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,0,0
518,10,0,19,2,21,22,6,13,17,547,1,30,2,25,20,20,20,0,15,1,6,7,7,10,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,1
518,10,0,19,2,21,22,6,22,19,549,1,28,2,20,20,20,20,0,20,1,7,7,8,8,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,1
518,10,0,19,2,21,22,6,9,20,550,1,30,2,30,3,30,30,3,4,1,7,6,5,6,6,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,1
518,10,0,19,2,21,22,6,20,18,548,1,30,2,40,10,20,10,0,20,1,8,7,7,8,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,1
518,10,0,19,2,21,22,6,7,16,546,1,30,2,35,10,20,25,5,5,1,7,7,6,8,7,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,1
518,10,0,19,2,21,22,6,11,5,535,1,23,2,23,14,19,16,10,18,1,8,7,8,7,8,23,15,2,2,1,5,7,2,6,4,2,5,8,6,7,5,5,9,9,8,8,8,6,8,9,4,2,1,1
526,18,0,35,2,21,22,14,9,12,542,0,23,4,25,15,20,20,10,10,1,4,5,7,6,7,26,11,3,5,2,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,1,1
526,18,0,35,2,21,22,14,22,4,534,0,24,6,30,30,30,5,2,3,1,7,8,7,8,8,26,11,3,5,2,1,5,3,11,2,1,3,10,10,7,6,5,10,8,4,10,8,6,8,4,10,6,1,1
527,19,0,37,2,21,22,13,22,1,531,0,25,4,15,30,20,20,10,5,0,5,5,5,5,1,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,18,5,535,0,23,2,23,14,19,16,10,18,0,5,7,6,6,5,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,15,21,551,0,27,1,40,20,20,20,0,0,0,6,6,6,6,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,19,2,532,0,26,4,25,20,20,20,5,10,1,7,6,7,6,7,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,6,8,538,0,32,2,50,0,10,30,0,10,0,4,4,5,3,4,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,2,13,543,0,24,4,20,16,16,17,16,15,0,6,8,8,7,5,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,21,4,534,1,24,6,30,30,30,5,2,3,0,5,6,5,7,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,5,18,548,0,30,2,40,10,20,10,0,20,0,2,5,5,3,3,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,14,16,546,0,30,2,35,10,20,25,5,5,1,5,6,7,7,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,1,7,537,0,22,4,20,5,25,25,5,20,0,5,7,7,7,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,10,9,539,0,22,2,30,10,20,15,15,10,0,5,7,8,8,7,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,9,14,544,0,23,4,15,25,20,10,10,20,0,5,5,5,5,5,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,8,12,542,0,23,4,25,15,20,20,10,10,0,1,7,6,5,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,11,6,536,0,29,2,30,20,20,20,10,0,0,7,7,8,4,5,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,13,11,541,0,23,4,40,30,0,20,0,10,0,4,9,8,6,3,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,7,19,549,0,28,2,20,20,20,20,0,20,1,5,7,7,7,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,4,22,552,0,25,2,70,0,15,15,0,0,0,4,6,8,4,4,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,3,10,540,0,24,2,20,15,20,20,15,10,0,5,5,6,3,3,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,20,17,547,0,30,2,25,20,20,20,0,15,0,6,6,5,4,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,16,20,550,0,30,2,30,3,30,30,3,4,0,5,5,6,5,5,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
527,19,0,37,2,21,22,13,12,3,533,0,26,2,25,25,25,13,12,0,0,6,8,8,7,6,24,11,6,5,5,1,4,3,11,5,5,1,8,7,7,6,2,7,6,6,8,7,8,8,7,6,1,0,0
536,6,1,12,2,21,22,3,1,21,529,0,22,4,10,25,25,10,10,20,0,5,4,6,6,4,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,4,2,14,522,1,22,2,10,20,15,20,15,20,0,5,6,5,5,5,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,2,22,22,530,0,22,4,20,20,10,15,5,30,1,9,8,7,8,8,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,8,6,13,521,1,26,2,10,30,20,15,15,10,1,8,8,8,8,7,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,15,13,3,511,0,23,4,20,10,10,30,15,15,0,7,6,6,7,7,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,13,11,19,527,0,24,6,50,20,10,5,10,5,0,7,7,7,7,5,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,5,3,15,523,0,27,4,10,25,20,20,5,20,1,6,7,7,7,7,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,6,4,10,518,1,23,2,20,25,25,30,5,5,1,7,7,7,7,7,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,17,15,17,525,1,24,2,10,15,30,20,15,10,0,7,7,7,6,6,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,21,19,1,509,0,28,4,10,20,30,10,10,20,1,5,5,5,5,5,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,10,8,7,515,1,23,2,20,20,20,15,10,15,0,7,5,6,8,5,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,22,20,5,513,1,23,2,20,20,20,20,5,15,0,4,5,5,5,5,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,14,12,18,526,0,26,3,10,10,30,20,10,15,1,7,3,6,5,7,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,16,14,6,514,1,23,2,20,20,20,15,5,20,1,10,10,7,8,8,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,0,0
536,6,1,12,2,21,22,18,16,8,516,0,27,4,58,5,8,10,7,12,1,8,8,8,8,7,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,1,1
536,6,1,12,2,21,22,12,10,2,510,0,26,3,25,25,25,12,3,10,1,9,7,9,9,8,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,1,1
536,6,1,12,2,21,22,11,9,16,524,0,25,4,15,20,25,20,10,10,1,7,8,7,7,5,29,2,2,1,1,1,5,2,7,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,8,1,1
549,19,1,38,2,21,22,9,3,12,520,0,28,6,25,15,25,15,10,10,1,7,7,7,8,7,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,17,11,17,525,1,24,2,10,15,30,20,15,10,0,8,8,6,7,6,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,20,14,11,519,1,26,2,40,5,30,15,5,5,0,6,8,7,6,6,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,10,4,7,515,1,23,2,20,20,20,15,10,15,0,4,6,7,6,5,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,1,0
549,19,1,38,2,21,22,13,7,19,527,0,24,6,50,20,10,5,10,5,0,4,6,7,7,6,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,1,0
549,19,1,38,2,21,22,2,18,22,530,0,22,4,20,20,10,15,5,30,1,7,8,8,8,8,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,16,10,6,514,1,23,2,20,20,20,15,5,20,0,8,9,7,6,6,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,14,8,18,526,0,26,3,10,10,30,20,10,15,1,10,5,8,10,7,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,15,9,3,511,0,23,4,20,10,10,30,15,15,1,4,5,5,5,5,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,22,16,5,513,1,23,2,20,20,20,20,5,15,0,8,2,5,5,5,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,3,19,21,529,0,22,4,10,25,25,10,10,20,0,4,5,5,4,4,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,5,21,15,523,0,27,4,10,25,20,20,5,20,1,7,6,8,8,7,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,21,15,1,509,0,28,4,10,20,30,10,10,20,0,5,5,5,5,5,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,0,0
549,19,1,38,2,21,22,11,5,16,524,0,25,4,15,20,25,20,10,10,1,6,9,7,7,6,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,1,1
549,19,1,38,2,21,22,12,6,2,510,0,26,3,25,25,25,12,3,10,1,9,9,10,9,8,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,1,1
549,19,1,38,2,21,22,4,20,14,522,1,22,2,10,20,15,20,15,20,1,9,9,9,8,8,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,1,1
549,19,1,38,2,21,22,6,22,10,518,1,23,2,20,25,25,30,5,5,1,7,8,8,7,6,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,1,1
549,19,1,38,2,21,22,18,12,8,516,0,27,4,58,5,8,10,7,12,1,6,7,7,8,6,28,8,2,2,3,1,7,1,7,8,5,6,9,7,7,4,8,8,7,7,8,8,10,10,8,2,5,1,1
5,5,0,9,1,1,10,4,5,9,19,1,28,2,50,0,25,10,0,15,1,5,9,9,9,7,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,1,1
5,5,0,9,1,1,10,4,2,4,14,1,23,2,30,5,15,40,5,5,1,6,8,6,8,7,21,1,2,8,1,2,4,1,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,1,1
22,2,0,3,2,2,16,7,1,5,44,0,24,2,25,15,25,25,15,15,1,6,7,6,6,6,27,9,1,1,2,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,1,1
22,2,0,3,2,2,16,7,4,6,45,0,28,2,25,15,25,15,0,20,1,7,7,7,5,6,27,9,1,1,2,1,6,2,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,1,1
